transfer_reference,sender_id,receiver_id,value,ccy,state,transfer_type,purpose_code,created_at
TRF-51119,CUST-1064,EXT-IBAN-225,16761.5,AED,SUCCESS,IBAN,SALARY,2026-06-22 07:33:21
TRF-51120,CUST-1183,CUST-1031,26398.24,AED,SUCCESS,P2P,SALARY,2026-06-02 18:43:21
TRF-51121,CUST-1106,EXT-IBAN-714,14802.38,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-16 00:20:21
TRF-51122,CUST-1272,CUST-1076,20929.7,AED,SUCCESS,P2P,PROPERTY,2026-06-04 03:22:21
TRF-51123,CUST-1254,CUST-1112,5627.84,AED,FAILED,P2P,PROPERTY,2026-05-31 17:53:21
TRF-51124,CUST-1117,CUST-1119,24745.34,AED,FAILED,P2P,SALARY,2026-06-02 02:35:21
TRF-51125,CUST-1278,CUST-1003,9400.21,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-06-20 16:05:21
TRF-51126,,CUST-1104,5965.53,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-10 17:20:21
TRF-51127,CUST-1143,CUST-1273,19056.79,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-19 05:07:21
TRF-51128,CUST-1006,EXT-IBAN-660,6612.66,AED,SUCCESS,IBAN,PROPERTY,2026-05-27 08:01:21
TRF-51129,CUST-1058,EXT-IBAN-870,12657.95,AED,INITIATED,IBAN,RENT,2026-06-03 06:08:21
TRF-51130,CUST-1189,EXT-IBAN-402,10728.44,AED,SUCCESS,IBAN,SALARY,2026-06-12 21:47:21
TRF-51131,CUST-1188,CUST-1049,20917.01,AED,SUCCESS,P2P,RENT,2026-05-30 17:33:21
TRF-51132,CUST-1148,CUST-1222,6227.45,AED,SUCCESS,P2P,SALARY,2026-06-18 14:10:21
TRF-51133,CUST-1267,CUST-1219,18521.37,AED,SUCCESS,P2P,SALARY,2026-06-24 00:09:21
TRF-51134,CUST-1019,CUST-1292,13731.59,AED,SUCCESS,P2P,RENT,2026-05-31 06:12:21
TRF-51135,CUST-1041,CUST-1108,734.57,AED,SUCCESS,P2P,GIFT,2026-06-05 21:23:21
TRF-51136,CUST-1297,EXT-IBAN-875,12647.15,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-05 14:43:21
TRF-51137,,CUST-1065,13105.56,AED,FAILED,P2P,SALARY,2026-06-16 02:53:21
TRF-51138,CUST-1234,CUST-1206,8965.05,AED,SUCCESS,P2P,RENT,2026-06-16 04:47:21
TRF-51139,CUST-1290,EXT-IBAN-948,15980.17,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-30 05:53:21
TRF-51140,CUST-1045,EXT-IBAN-841,79.04,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-15 08:30:21
TRF-51141,CUST-1195,CUST-1240,3139.74,AED,SUCCESS,P2P,PROPERTY,2026-06-20 16:16:21
TRF-51142,CUST-1151,CUST-1226,20316.1,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-24 09:52:21
TRF-51143,CUST-1172,EXT-IBAN-729,8706.46,AED,SUCCESS,IBAN,PROPERTY,2026-05-28 18:03:21
TRF-51144,CUST-1146,EXT-IBAN-906,13092.62,AED,INITIATED,IBAN,SALARY,2026-05-30 20:01:21
TRF-51145,CUST-1029,CUST-1240,6555.15,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-19 18:04:21
TRF-51146,CUST-1074,CUST-1008,28349.99,AED,SUCCESS,P2P,RENT,2026-06-12 03:10:21
TRF-51147,CUST-1179,CUST-1085,19721.51,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-07 06:40:21
TRF-51148,CUST-1104,CUST-1087,15174.51,AED,SUCCESS,P2P,PROPERTY,2026-05-26 17:40:21
TRF-51149,,CUST-1218,2926.34,AED,SUCCESS,P2P,GIFT,2026-06-20 06:40:21
TRF-51150,CUST-1265,EXT-IBAN-661,21613.92,AED,FAILED,IBAN,GIFT,2026-06-23 23:48:21
TRF-51151,CUST-1211,CUST-1078,27723.04,AED,SUCCESS,P2P,PROPERTY,2026-06-13 00:42:21
TRF-51152,CUST-1263,CUST-1240,10923.87,AED,SUCCESS,P2P,GIFT,2026-06-08 10:11:21
TRF-51153,CUST-1029,EXT-IBAN-914,18509.98,AED,SUCCESS,IBAN,PROPERTY,2026-06-04 18:37:21
TRF-51154,CUST-1149,CUST-1212,23146.35,AED,INITIATED,P2P,SALARY,2026-05-30 23:07:21
TRF-51155,CUST-1146,CUST-1007,14750.73,AED,SUCCESS,P2P,SALARY,2026-06-02 05:15:21
TRF-51156,CUST-1153,EXT-IBAN-688,14838.04,AED,SUCCESS,IBAN,SALARY,2026-06-06 17:16:21
TRF-51157,CUST-1225,CUST-1276,26471.38,AED,FAILED,P2P,SALARY,2026-06-14 12:02:21
TRF-51158,CUST-1199,CUST-1169,27555.81,AED,SUCCESS,P2P,PROPERTY,2026-06-04 13:20:21
TRF-51159,CUST-1230,EXT-IBAN-857,17822.78,AED,FAILED,IBAN,PROPERTY,2026-06-21 14:34:21
TRF-51160,CUST-1125,EXT-IBAN-380,10675.07,AED,SUCCESS,IBAN,RENT,2026-06-18 12:49:21
TRF-51161,CUST-1020,CUST-1257,22419.85,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-31 12:50:21
TRF-51162,CUST-1201,EXT-IBAN-387,28571.44,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-29 13:48:21
TRF-51163,CUST-1118,EXT-IBAN-893,15875.27,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-16 11:43:21
TRF-51164,CUST-1052,CUST-1095,11696.83,AED,SUCCESS,P2P,PROPERTY,2026-06-22 22:55:21
TRF-51165,CUST-1279,CUST-1266,9937.02,AED,SUCCESS,P2P,RENT,2026-05-26 09:01:21
TRF-51166,CUST-1000,EXT-IBAN-537,17642.79,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-12 05:56:21
TRF-51167,CUST-1141,EXT-IBAN-551,22052.93,AED,SUCCESS,IBAN,GIFT,2026-06-01 11:37:21
TRF-51168,CUST-1041,CUST-1218,3517.98,AED,SUCCESS,P2P,GIFT,2026-06-14 21:33:21
TRF-51169,CUST-1207,CUST-1294,29372.08,AED,SUCCESS,P2P,RENT,2026-05-28 21:55:21
TRF-51170,CUST-1022,CUST-1288,24865.01,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-02 10:20:21
TRF-51171,CUST-1110,CUST-1110,25360.52,AED,SUCCESS,P2P,SALARY,2026-06-20 17:44:21
TRF-51172,CUST-1051,EXT-IBAN-101,15492.97,AED,SUCCESS,IBAN,SALARY,2026-05-28 18:15:21
TRF-51173,CUST-1173,CUST-1085,-1,AED,WEIRD,P2P,PROPERTY,2026-06-19 03:25:21
TRF-51174,CUST-1094,CUST-1035,-1,AED,SUCCESS,P2P,GIFT,2026-06-01 23:56:21
TRF-51175,CUST-1286,CUST-1191,22442.82,AED,INITIATED,P2P,GIFT,2026-06-16 19:27:21
TRF-51176,CUST-1205,CUST-1097,21734.5,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-21 04:23:21
TRF-51177,CUST-1295,CUST-1113,13168.76,AED,SUCCESS,P2P,RENT,2026-06-02 13:56:21
TRF-51178,,EXT-IBAN-178,393.47,AED,SUCCESS,IBAN,PROPERTY,2026-06-02 13:42:21
TRF-51179,CUST-1285,CUST-1083,28628.93,AED,SUCCESS,P2P,GIFT,2026-06-05 04:51:21
TRF-51180,CUST-1042,CUST-1216,17750.2,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-29 04:12:21
TRF-51181,CUST-1295,CUST-1143,28853.53,AED,SUCCESS,P2P,PROPERTY,2026-06-05 21:58:21
TRF-51182,CUST-1026,EXT-IBAN-142,24813.97,AED,SUCCESS,IBAN,SALARY,2026-05-26 21:19:21
TRF-51183,CUST-1185,EXT-IBAN-607,10495.26,AED,SUCCESS,IBAN,SALARY,2026-06-17 07:33:21
TRF-51184,CUST-1204,CUST-1198,20730.65,AED,SUCCESS,P2P,RENT,2026-06-03 05:22:21
TRF-51185,CUST-1117,CUST-1016,29840.59,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-03 17:06:21
TRF-51186,CUST-1251,EXT-IBAN-425,5082.15,AED,SUCCESS,IBAN,PROPERTY,2026-06-01 08:35:21
TRF-51187,CUST-1041,CUST-1277,20033.4,AED,SUCCESS,P2P,SALARY,2026-05-28 02:25:21
TRF-51188,CUST-1100,CUST-1113,9770.16,AED,SUCCESS,P2P,SALARY,2026-05-27 00:41:21
TRF-51189,CUST-1069,EXT-IBAN-694,23651.51,AED,SUCCESS,IBAN,GIFT,2026-06-06 14:48:21
TRF-51190,CUST-1220,EXT-IBAN-714,20641.34,AED,INITIATED,IBAN,PROPERTY,2026-05-26 22:02:21
TRF-51191,CUST-1298,CUST-1010,19016.31,AED,SUCCESS,P2P,RENT,2026-06-16 01:41:21
TRF-51192,CUST-1183,CUST-1147,4940.16,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-27 11:23:21
TRF-51193,CUST-1003,CUST-1216,12178.2,AED,SUCCESS,P2P,GIFT,2026-06-14 18:48:21
TRF-51194,CUST-1130,CUST-1129,24227.83,AED,SUCCESS,P2P,PROPERTY,2026-06-10 08:01:21
TRF-51195,CUST-1131,EXT-IBAN-204,23243.89,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-02 16:29:21
TRF-51196,CUST-1143,EXT-IBAN-369,10604.29,AED,SUCCESS,IBAN,GIFT,2026-05-28 14:44:21
TRF-51197,CUST-1256,EXT-IBAN-948,24839.49,AED,INITIATED,IBAN,RENT,2026-06-08 15:24:21
TRF-51198,CUST-1285,EXT-IBAN-542,18566.22,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-27 03:20:21
TRF-51199,CUST-1132,CUST-1249,29484.92,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-10 14:52:21
TRF-51200,CUST-1183,CUST-1148,25788.87,AED,INITIATED,P2P,RENT,2026-06-07 11:03:21
TRF-51201,CUST-1097,CUST-1161,18831.67,AED,SUCCESS,P2P,RENT,2026-06-23 20:51:21
TRF-51202,CUST-1043,EXT-IBAN-719,24202.34,AED,SUCCESS,IBAN,GIFT,2026-06-07 22:29:21
TRF-51203,CUST-1071,EXT-IBAN-607,18918.94,AED,SUCCESS,IBAN,RENT,2026-06-12 15:30:21
TRF-51204,CUST-1163,EXT-IBAN-631,479.01,AED,INITIATED,IBAN,RENT,2026-06-12 09:29:21
TRF-51205,CUST-1043,EXT-IBAN-497,11737.38,AED,SUCCESS,IBAN,SALARY,2026-06-02 00:49:21
TRF-51206,CUST-1097,EXT-IBAN-108,15686.7,AED,SUCCESS,IBAN,RENT,2026-06-01 22:57:21
TRF-51207,CUST-1023,EXT-IBAN-594,11118.85,AED,SUCCESS,IBAN,RENT,2026-06-04 20:08:21
TRF-51208,CUST-1080,EXT-IBAN-145,10949.49,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-15 16:46:21
TRF-51209,CUST-1075,CUST-1165,28832.67,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-06 11:59:21
TRF-51210,,EXT-IBAN-951,9664.82,AED,SUCCESS,IBAN,PROPERTY,2026-05-28 23:08:21
TRF-51211,CUST-1032,EXT-IBAN-999,3284.61,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-24 10:13:21
TRF-51212,CUST-1116,CUST-1184,23037.88,AED,SUCCESS,P2P,SALARY,2026-06-08 17:50:21
TRF-51213,,EXT-IBAN-480,18397.96,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-10 12:16:21
TRF-51214,CUST-1076,CUST-1124,21548.96,AED,SUCCESS,P2P,GIFT,2026-06-06 19:21:21
TRF-51215,CUST-1138,CUST-1296,26678.72,AED,SUCCESS,P2P,SALARY,2026-05-27 09:59:21
TRF-51216,CUST-1038,EXT-IBAN-815,977.52,AED,SUCCESS,IBAN,RENT,2026-06-18 06:39:21
TRF-51217,CUST-1100,EXT-IBAN-811,19073.5,AED,SUCCESS,IBAN,PROPERTY,2026-06-05 17:24:21
TRF-51218,CUST-1023,CUST-1155,2945.23,AED,SUCCESS,P2P,RENT,2026-06-18 18:42:21
TRF-51219,CUST-1047,CUST-1116,18700.13,AED,SUCCESS,P2P,SALARY,2026-06-22 05:40:21
TRF-51220,CUST-1055,CUST-1257,28805.42,AED,INITIATED,P2P,PROPERTY,2026-06-08 05:57:21
TRF-51221,CUST-1209,EXT-IBAN-266,13921.77,AED,REVERSED,IBAN,PROPERTY,2026-05-28 03:07:21
TRF-51222,CUST-1111,EXT-IBAN-930,10880.58,AED,SUCCESS,IBAN,RENT,2026-06-22 19:08:21
TRF-51223,CUST-1065,EXT-IBAN-987,23028.98,AED,SUCCESS,IBAN,PROPERTY,2026-06-21 07:27:21
TRF-51224,CUST-1252,CUST-1100,4515.36,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-11 21:11:21
TRF-51225,CUST-1103,CUST-1164,2074.87,AED,SUCCESS,P2P,PROPERTY,2026-05-27 20:47:21
TRF-51226,CUST-1012,CUST-1283,29547.9,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-10 10:01:21
TRF-51227,CUST-1241,CUST-1261,29610.99,AED,SUCCESS,P2P,RENT,2026-06-11 23:12:21
TRF-51228,CUST-1022,EXT-IBAN-487,16233.05,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-08 19:13:21
TRF-51229,CUST-1066,EXT-IBAN-180,14205.51,AED,SUCCESS,IBAN,GIFT,2026-06-14 19:37:21
TRF-51230,CUST-1284,CUST-1199,5727.99,AED,SUCCESS,P2P,SALARY,2026-06-19 23:03:21
TRF-51231,CUST-1017,CUST-1048,8901.25,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-11 23:33:21
TRF-51232,CUST-1001,EXT-IBAN-325,3697.35,AED,SUCCESS,IBAN,GIFT,2026-06-25 06:09:21
TRF-51233,CUST-1072,EXT-IBAN-464,26024.58,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-08 17:12:21
TRF-51234,CUST-1138,EXT-IBAN-419,6445.33,AED,SUCCESS,IBAN,PROPERTY,2026-06-08 17:42:21
TRF-51235,CUST-1185,CUST-1062,24569.7,AED,SUCCESS,P2P,PROPERTY,2026-06-09 03:15:21
TRF-51236,CUST-1239,CUST-1221,803.26,AED,SUCCESS,P2P,SALARY,2026-06-04 06:11:21
TRF-51237,CUST-1150,EXT-IBAN-331,18009.53,AED,SUCCESS,IBAN,SALARY,2026-06-22 18:09:21
TRF-51238,CUST-1282,EXT-IBAN-933,18825.62,AED,FAILED,IBAN,PROPERTY,2026-06-13 23:13:21
TRF-51239,CUST-1262,CUST-1243,28443.5,AED,SUCCESS,P2P,GIFT,2026-06-22 03:22:21
TRF-51240,CUST-1130,CUST-1255,13141.29,AED,SUCCESS,P2P,PROPERTY,2026-05-27 22:38:21
TRF-51241,CUST-1023,EXT-IBAN-697,6359.15,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-15 23:29:21
TRF-51242,CUST-1135,CUST-1164,27884.9,AED,SUCCESS,P2P,GIFT,2026-05-31 14:56:21
TRF-51243,CUST-1159,CUST-1060,26357.44,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-05 15:34:21
TRF-51244,CUST-1235,EXT-IBAN-417,25762.15,AED,SUCCESS,IBAN,GIFT,2026-06-16 07:24:21
TRF-51245,CUST-1197,CUST-1206,29940.61,AED,REVERSED,P2P,SPLIT_BILL,2026-05-31 01:21:21
TRF-51246,CUST-1193,CUST-1230,4220.53,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-08 17:35:21
TRF-51247,CUST-1065,CUST-1275,24878.36,AED,SUCCESS,P2P,PROPERTY,2026-06-07 18:32:21
TRF-51248,CUST-1284,CUST-1246,22888.6,AED,SUCCESS,P2P,RENT,2026-06-08 23:40:21
TRF-51249,CUST-1101,CUST-1105,27193.99,AED,FAILED,P2P,SPLIT_BILL,2026-06-14 15:38:21
